Sex;Nationality;Five-year age group;Periodo;Total
Males;Canada;From 5 to 9 years    ;2020;14
Males;Canada;From 5 to 9 years    ;2019;17
Males;Canada;From 5 to 9 years    ;2018;17
Males;Canada;From 5 to 9 years    ;2017;26
Males;Canada;From 5 to 9 years    ;2016;19
Males;Canada;From 5 to 9 years    ;2015;15
Males;Canada;From 5 to 9 years    ;2014;11
Males;Canada;From 5 to 9 years    ;2013;20
Males;Canada;From 5 to 9 years    ;2012;7
Males;Canada;From 5 to 9 years    ;2011;16
Males;Canada;From 5 to 9 years    ;2010;11
Males;Canada;From 5 to 9 years    ;2009;6
Males;Canada;From 5 to 9 years    ;2008;12
Males;Canada;From 10 to 14 years  ;2021;29
Males;Canada;From 10 to 14 years  ;2020;8
Males;Canada;From 10 to 14 years  ;2019;33
Males;Canada;From 10 to 14 years  ;2018;19
Males;Canada;From 10 to 14 years  ;2017;12
Males;Canada;From 10 to 14 years  ;2016;11
Males;Canada;From 10 to 14 years  ;2015;23
Males;Canada;From 10 to 14 years  ;2014;20
Males;Canada;From 10 to 14 years  ;2013;13
Males;Canada;From 10 to 14 years  ;2012;11
Males;Canada;From 10 to 14 years  ;2011;12
Males;Canada;From 10 to 14 years  ;2010;7
Males;Canada;From 10 to 14 years  ;2009;2
Males;Canada;From 10 to 14 years  ;2008;12
Males;Canada;From 15 to 19 years  ;2021;48
Males;Canada;From 15 to 19 years  ;2020;13
Males;Canada;From 15 to 19 years  ;2019;24
Males;Canada;From 15 to 19 years  ;2018;25
Males;Canada;From 15 to 19 years  ;2017;21
Males;Canada;From 15 to 19 years  ;2016;14
Males;Canada;From 15 to 19 years  ;2015;23
Males;Canada;From 15 to 19 years  ;2014;15
Males;Canada;From 15 to 19 years  ;2013;10
Males;Canada;From 15 to 19 years  ;2012;18
Males;Canada;From 15 to 19 years  ;2011;14
Males;Canada;From 15 to 19 years  ;2010;12
Males;Canada;From 15 to 19 years  ;2009;3
Males;Canada;From 15 to 19 years  ;2008;8
Males;Canada;From 20 to 24 years;2021;58
Males;Canada;From 20 to 24 years;2020;28
Males;Canada;From 20 to 24 years;2019;44
Males;Canada;From 20 to 24 years;2018;42
Males;Canada;From 20 to 24 years;2017;36
Males;Canada;From 20 to 24 years;2016;36
Males;Canada;From 20 to 24 years;2015;41
Males;Canada;From 20 to 24 years;2014;38
Males;Canada;From 20 to 24 years;2013;37
Males;Canada;From 20 to 24 years;2012;33
Males;Canada;From 20 to 24 years;2011;26
Males;Canada;From 20 to 24 years;2010;21
Males;Canada;From 20 to 24 years;2009;17
Males;Canada;From 20 to 24 years;2008;11
Males;Canada;From 25 to 29 years  ;2021;86
Males;Canada;From 25 to 29 years  ;2020;46
Males;Canada;From 25 to 29 years  ;2019;71
Males;Canada;From 25 to 29 years  ;2018;74
Males;Canada;From 25 to 29 years  ;2017;59
Males;Canada;From 25 to 29 years  ;2016;41
Males;Canada;From 25 to 29 years  ;2015;43
Males;Canada;From 25 to 29 years  ;2014;41
Males;Canada;From 25 to 29 years  ;2013;39
Males;Canada;From 25 to 29 years  ;2012;54
Males;Canada;From 25 to 29 years  ;2011;32
Males;Canada;From 25 to 29 years  ;2010;36
Males;Canada;From 25 to 29 years  ;2009;29
Males;Canada;From 25 to 29 years  ;2008;31
Males;Canada;From 30 to 34 years old;2021;48
Males;Canada;From 30 to 34 years old;2020;48
Males;Canada;From 30 to 34 years old;2019;45
Males;Canada;From 30 to 34 years old;2018;54
Males;Canada;From 30 to 34 years old;2017;35
Males;Canada;From 30 to 34 years old;2016;34
Males;Canada;From 30 to 34 years old;2015;24
Males;Canada;From 30 to 34 years old;2014;28
Males;Canada;From 30 to 34 years old;2013;27
Males;Canada;From 30 to 34 years old;2012;31
Males;Canada;From 30 to 34 years old;2011;36
Males;Canada;From 30 to 34 years old;2010;25
Males;Canada;From 30 to 34 years old;2009;18
Males;Canada;From 30 to 34 years old;2008;19
Males;Canada;From 35 to 39 years old;2021;49
Males;Canada;From 35 to 39 years old;2020;40
Males;Canada;From 35 to 39 years old;2019;47
Males;Canada;From 35 to 39 years old;2018;32
Males;Canada;From 35 to 39 years old;2017;26
Males;Canada;From 35 to 39 years old;2016;32
Males;Canada;From 35 to 39 years old;2015;21
Males;Canada;From 35 to 39 years old;2014;22
Males;Canada;From 35 to 39 years old;2013;25
Males;Canada;From 35 to 39 years old;2012;20
Males;Canada;From 35 to 39 years old;2011;28
Males;Canada;From 35 to 39 years old;2010;18
Males;Canada;From 35 to 39 years old;2009;15
Males;Canada;From 35 to 39 years old;2008;16
Males;Canada;From 40 to 44 years  ;2021;38
Males;Canada;From 40 to 44 years  ;2020;23
Males;Canada;From 40 to 44 years  ;2019;37
Males;Canada;From 40 to 44 years  ;2018;33
Males;Canada;From 40 to 44 years  ;2017;25
Males;Canada;From 40 to 44 years  ;2016;25
Males;Canada;From 40 to 44 years  ;2015;24
Males;Canada;From 40 to 44 years  ;2014;22
Males;Canada;From 40 to 44 years  ;2013;27
Males;Canada;From 40 to 44 years  ;2012;19
Males;Canada;From 40 to 44 years  ;2011;23
Males;Canada;From 40 to 44 years  ;2010;20
Males;Canada;From 40 to 44 years  ;2009;17
Males;Canada;From 40 to 44 years  ;2008;18
Males;Canada;From 45 to 49 years old;2021;34
Males;Canada;From 45 to 49 years old;2020;25
Males;Canada;From 45 to 49 years old;2019;25
Males;Canada;From 45 to 49 years old;2018;31
Males;Canada;From 45 to 49 years old;2017;31
Males;Canada;From 45 to 49 years old;2016;22
Males;Canada;From 45 to 49 years old;2015;26
Males;Canada;From 45 to 49 years old;2014;33
Males;Canada;From 45 to 49 years old;2013;22
Males;Canada;From 45 to 49 years old;2012;17
Males;Canada;From 45 to 49 years old;2011;22
Males;Canada;From 45 to 49 years old;2010;16
Males;Canada;From 45 to 49 years old;2009;17
Males;Canada;From 45 to 49 years old;2008;16
Males;Canada;From 50 to 54 years old;2021;40
Males;Canada;From 50 to 54 years old;2020;20
Males;Canada;From 50 to 54 years old;2019;30
Males;Canada;From 50 to 54 years old;2018;27
Males;Canada;From 50 to 54 years old;2017;29
Males;Canada;From 50 to 54 years old;2016;13
Males;Canada;From 50 to 54 years old;2015;18
Males;Canada;From 50 to 54 years old;2014;15
Males;Canada;From 50 to 54 years old;2013;25
Males;Canada;From 50 to 54 years old;2012;15
Males;Canada;From 50 to 54 years old;2011;13
Males;Canada;From 50 to 54 years old;2010;13
Males;Canada;From 50 to 54 years old;2009;16
Males;Canada;From 50 to 54 years old;2008;9
Males;Canada;From 55 to 59 years old;2021;31
Males;Canada;From 55 to 59 years old;2020;22
Males;Canada;From 55 to 59 years old;2019;29
Males;Canada;From 55 to 59 years old;2018;24
Males;Canada;From 55 to 59 years old;2017;23
Males;Canada;From 55 to 59 years old;2016;19
Males;Canada;From 55 to 59 years old;2015;15
Males;Canada;From 55 to 59 years old;2014;16
Males;Canada;From 55 to 59 years old;2013;11
Males;Canada;From 55 to 59 years old;2012;11
Males;Canada;From 55 to 59 years old;2011;13
Males;Canada;From 55 to 59 years old;2010;11
Males;Canada;From 55 to 59 years old;2009;10
Males;Canada;From 55 to 59 years old;2008;9
Males;Canada;From 60 to 64 years old;2021;22
Males;Canada;From 60 to 64 years old;2020;18
Males;Canada;From 60 to 64 years old;2019;20
Males;Canada;From 60 to 64 years old;2018;27
Males;Canada;From 60 to 64 years old;2017;15
Males;Canada;From 60 to 64 years old;2016;14
Males;Canada;From 60 to 64 years old;2015;10
Males;Canada;From 60 to 64 years old;2014;13
Males;Canada;From 60 to 64 years old;2013;15
Males;Canada;From 60 to 64 years old;2012;13
Males;Canada;From 60 to 64 years old;2011;18
Males;Canada;From 60 to 64 years old;2010;6
Males;Canada;From 60 to 64 years old;2009;6
Males;Canada;From 60 to 64 years old;2008;9
Males;Canada;From 65 to 69 years old;2021;26
Males;Canada;From 65 to 69 years old;2020;18
Males;Canada;From 65 to 69 years old;2019;18
Males;Canada;From 65 to 69 years old;2018;11
Males;Canada;From 65 to 69 years old;2017;11
Males;Canada;From 65 to 69 years old;2016;10
Males;Canada;From 65 to 69 years old;2015;14
Males;Canada;From 65 to 69 years old;2014;13
Males;Canada;From 65 to 69 years old;2013;9
Males;Canada;From 65 to 69 years old;2012;12
Males;Canada;From 65 to 69 years old;2011;7
Males;Canada;From 65 to 69 years old;2010;4
Males;Canada;From 65 to 69 years old;2009;4
Males;Canada;From 65 to 69 years old;2008;8
Males;Canada;From 70 to 74 years  ;2021;13
Males;Canada;From 70 to 74 years  ;2020;11
Males;Canada;From 70 to 74 years  ;2019;11
Males;Canada;From 70 to 74 years  ;2018;8
Males;Canada;From 70 to 74 years  ;2017;7
Males;Canada;From 70 to 74 years  ;2016;7
Males;Canada;From 70 to 74 years  ;2015;12
Males;Canada;From 70 to 74 years  ;2014;6
Males;Canada;From 70 to 74 years  ;2013;4
Males;Canada;From 70 to 74 years  ;2012;2
Males;Canada;From 70 to 74 years  ;2011;2
Males;Canada;From 70 to 74 years  ;2010;3
Males;Canada;From 70 to 74 years  ;2009;3
Males;Canada;From 70 to 74 years  ;2008;2
Males;Canada;From 75 to 79 years  ;2021;9
Males;Canada;From 75 to 79 years  ;2020;3
Males;Canada;From 75 to 79 years  ;2019;4
Males;Canada;From 75 to 79 years  ;2018;4
Males;Canada;From 75 to 79 years  ;2017;4
Males;Canada;From 75 to 79 years  ;2016;1
Males;Canada;From 75 to 79 years  ;2015;5
Males;Canada;From 75 to 79 years  ;2014;4
Males;Canada;From 75 to 79 years  ;2013;1
Males;Canada;From 75 to 79 years  ;2012;5
Males;Canada;From 75 to 79 years  ;2011;3
Males;Canada;From 75 to 79 years  ;2010;1
Males;Canada;From 75 to 79 years  ;2009;1
Males;Canada;From 75 to 79 years  ;2008;4
Males;Canada;From 80 to 84 years  ;2021;3
Males;Canada;From 80 to 84 years  ;2020;2
Males;Canada;From 80 to 84 years  ;2019;1
Males;Canada;From 80 to 84 years  ;2018;1
Males;Canada;From 80 to 84 years  ;2017;2
Males;Canada;From 80 to 84 years  ;2016;0
Males;Canada;From 80 to 84 years  ;2015;""
Males;Canada;From 80 to 84 years  ;2014;""
Males;Canada;From 80 to 84 years  ;2013;3
Males;Canada;From 80 to 84 years  ;2012;3
Males;Canada;From 80 to 84 years  ;2011;1
Males;Canada;From 80 to 84 years  ;2010;""
Males;Canada;From 80 to 84 years  ;2009;""
Males;Canada;From 80 to 84 years  ;2008;3
Males;Canada;From 85 to 89 years  ;2021;0
Males;Canada;From 85 to 89 years  ;2020;0
Males;Canada;From 85 to 89 years  ;2019;0
Males;Canada;From 85 to 89 years  ;2018;2
Males;Canada;From 85 to 89 years  ;2017;2
Males;Canada;From 85 to 89 years  ;2016;1
Males;Canada;From 85 to 89 years  ;2015;1
Males;Canada;From 85 to 89 years  ;2014;""
Males;Canada;From 85 to 89 years  ;2013;1
Males;Canada;From 85 to 89 years  ;2012;1
Males;Canada;From 85 to 89 years  ;2011;""
Males;Canada;From 85 to 89 years  ;2010;""
Males;Canada;From 85 to 89 years  ;2009;1
Males;Canada;From 85 to 89 years  ;2008;""
Males;Canada;90 years old and over;2021;3
Males;Canada;90 years old and over;2020;0
Males;Canada;90 years old and over;2019;0
Males;Canada;90 years old and over;2018;0
Males;Canada;90 years old and over;2017;0
Males;Canada;90 years old and over;2016;1
Males;Canada;90 years old and over;2015;1
Males;Canada;90 years old and over;2014;""
Males;Canada;90 years old and over;2013;2
Males;Canada;90 years old and over;2012;1
Males;Canada;90 years old and over;2011;1
Males;Canada;90 years old and over;2010;""
Males;Canada;90 years old and over;2009;""
Males;Canada;90 years old and over;2008;1
Males;De Centro América y Caribe;Total;2021;15.504
Males;De Centro América y Caribe;Total;2020;18.381
Males;De Centro América y Caribe;Total;2019;31.386
Males;De Centro América y Caribe;Total;2018;23.221
Males;De Centro América y Caribe;Total;2017;16.981
Males;De Centro América y Caribe;Total;2016;11.987
Males;De Centro América y Caribe;Total;2015;9.118
Males;De Centro América y Caribe;Total;2014;8.562
Males;De Centro América y Caribe;Total;2013;8.463
Males;De Centro América y Caribe;Total;2012;9.912
Males;De Centro América y Caribe;Total;2011;11.288
Males;De Centro América y Caribe;Total;2010;8.479
Males;De Centro América y Caribe;Total;2009;8.916
Males;De Centro América y Caribe;Total;2008;14.693
Males;De Centro América y Caribe;From 0 to 4 years old;2021;475
Males;De Centro América y Caribe;From 0 to 4 years old;2020;719
Males;De Centro América y Caribe;From 0 to 4 years old;2019;1.318
Males;De Centro América y Caribe;From 0 to 4 years old;2018;912
Males;De Centro América y Caribe;From 0 to 4 years old;2017;712
Males;De Centro América y Caribe;From 0 to 4 years old;2016;488
Males;De Centro América y Caribe;From 0 to 4 years old;2015;351
Males;De Centro América y Caribe;From 0 to 4 years old;2014;313
Males;De Centro América y Caribe;From 0 to 4 years old;2013;312
Males;De Centro América y Caribe;From 0 to 4 years old;2012;275
Males;De Centro América y Caribe;From 0 to 4 years old;2011;353
Males;De Centro América y Caribe;From 0 to 4 years old;2010;268
Males;De Centro América y Caribe;From 0 to 4 years old;2009;326
Males;De Centro América y Caribe;From 0 to 4 years old;2008;392
Males;De Centro América y Caribe;From 5 to 9 years    ;2021;1.042
Males;De Centro América y Caribe;From 5 to 9 years    ;2020;1.041
Males;De Centro América y Caribe;From 5 to 9 years    ;2019;1.900
Males;De Centro América y Caribe;From 5 to 9 years    ;2018;1.412
Males;De Centro América y Caribe;From 5 to 9 years    ;2017;1.018
Males;De Centro América y Caribe;From 5 to 9 years    ;2016;837
Males;De Centro América y Caribe;From 5 to 9 years    ;2015;609
Males;De Centro América y Caribe;From 5 to 9 years    ;2014;618
Males;De Centro América y Caribe;From 5 to 9 years    ;2013;604
Males;De Centro América y Caribe;From 5 to 9 years    ;2012;685
Males;De Centro América y Caribe;From 5 to 9 years    ;2011;742
Males;De Centro América y Caribe;From 5 to 9 years    ;2010;624
Males;De Centro América y Caribe;From 5 to 9 years    ;2009;791
Males;De Centro América y Caribe;From 5 to 9 years    ;2008;967
Males;De Centro América y Caribe;From 10 to 14 years  ;2021;1.252
Males;De Centro América y Caribe;From 10 to 14 years  ;2020;1.078
Males;De Centro América y Caribe;From 10 to 14 years  ;2019;1.930
Males;De Centro América y Caribe;From 10 to 14 years  ;2018;1.530
Males;De Centro América y Caribe;From 10 to 14 years  ;2017;1.354
Males;De Centro América y Caribe;From 10 to 14 years  ;2016;1.185
Males;De Centro América y Caribe;From 10 to 14 years  ;2015;1.030
Males;De Centro América y Caribe;From 10 to 14 years  ;2014;1.034
Males;De Centro América y Caribe;From 10 to 14 years  ;2013;1.025
Males;De Centro América y Caribe;From 10 to 14 years  ;2012;1.102
Males;De Centro América y Caribe;From 10 to 14 years  ;2011;996
Males;De Centro América y Caribe;From 10 to 14 years  ;2010;762
Males;De Centro América y Caribe;From 10 to 14 years  ;2009;910
Males;De Centro América y Caribe;From 10 to 14 years  ;2008;1.145
Males;De Centro América y Caribe;From 15 to 19 years  ;2021;1.635
Males;De Centro América y Caribe;From 15 to 19 years  ;2020;1.501
Males;De Centro América y Caribe;From 15 to 19 years  ;2019;2.834
Males;De Centro América y Caribe;From 15 to 19 years  ;2018;2.383
Males;De Centro América y Caribe;From 15 to 19 years  ;2017;1.986
Males;De Centro América y Caribe;From 15 to 19 years  ;2016;1.541
Males;De Centro América y Caribe;From 15 to 19 years  ;2015;1.269
Males;De Centro América y Caribe;From 15 to 19 years  ;2014;1.320
Males;De Centro América y Caribe;From 15 to 19 years  ;2013;1.210
Males;De Centro América y Caribe;From 15 to 19 years  ;2012;1.339
Males;De Centro América y Caribe;From 15 to 19 years  ;2011;1.192
Males;De Centro América y Caribe;From 15 to 19 years  ;2010;885
Males;De Centro América y Caribe;From 15 to 19 years  ;2009;1.117
Males;De Centro América y Caribe;From 15 to 19 years  ;2008;1.480
Males;De Centro América y Caribe;From 20 to 24 years;2021;1.992
Males;De Centro América y Caribe;From 20 to 24 years;2020;2.746
Males;De Centro América y Caribe;From 20 to 24 years;2019;4.707
Males;De Centro América y Caribe;From 20 to 24 years;2018;3.520
Males;De Centro América y Caribe;From 20 to 24 years;2017;2.473
Males;De Centro América y Caribe;From 20 to 24 years;2016;1.626
Males;De Centro América y Caribe;From 20 to 24 years;2015;1.219
Males;De Centro América y Caribe;From 20 to 24 years;2014;1.160
Males;De Centro América y Caribe;From 20 to 24 years;2013;1.116
Males;De Centro América y Caribe;From 20 to 24 years;2012;1.264
Males;De Centro América y Caribe;From 20 to 24 years;2011;1.412
Males;De Centro América y Caribe;From 20 to 24 years;2010;1.025
Males;De Centro América y Caribe;From 20 to 24 years;2009;956
Males;De Centro América y Caribe;From 20 to 24 years;2008;1.766
Males;De Centro América y Caribe;From 25 to 29 years  ;2021;2.667
Males;De Centro América y Caribe;From 25 to 29 years  ;2020;3.800
Males;De Centro América y Caribe;From 25 to 29 years  ;2019;6.189
Males;De Centro América y Caribe;From 25 to 29 years  ;2018;4.575
Males;De Centro América y Caribe;From 25 to 29 years  ;2017;3.086
Males;De Centro América y Caribe;From 25 to 29 years  ;2016;1.958
Males;De Centro América y Caribe;From 25 to 29 years  ;2015;1.346
Males;De Centro América y Caribe;From 25 to 29 years  ;2014;1.127
Males;De Centro América y Caribe;From 25 to 29 years  ;2013;1.172
Males;De Centro América y Caribe;From 25 to 29 years  ;2012;1.470
Males;De Centro América y Caribe;From 25 to 29 years  ;2011;1.680
Males;De Centro América y Caribe;From 25 to 29 years  ;2010;1.304
Males;De Centro América y Caribe;From 25 to 29 years  ;2009;1.264
Males;De Centro América y Caribe;From 25 to 29 years  ;2008;2.386
Males;De Centro América y Caribe;From 30 to 34 years old;2021;2.086
Males;De Centro América y Caribe;From 30 to 34 years old;2020;2.862
Males;De Centro América y Caribe;From 30 to 34 years old;2019;4.510
Males;De Centro América y Caribe;From 30 to 34 years old;2018;3.150
Males;De Centro América y Caribe;From 30 to 34 years old;2017;2.148
Males;De Centro América y Caribe;From 30 to 34 years old;2016;1.349
Males;De Centro América y Caribe;From 30 to 34 years old;2015;934
Males;De Centro América y Caribe;From 30 to 34 years old;2014;810
Males;De Centro América y Caribe;From 30 to 34 years old;2013;820
Males;De Centro América y Caribe;From 30 to 34 years old;2012;1.116
Males;De Centro América y Caribe;From 30 to 34 years old;2011;1.459
Males;De Centro América y Caribe;From 30 to 34 years old;2010;1.091
Males;De Centro América y Caribe;From 30 to 34 years old;2009;1.096
Males;De Centro América y Caribe;From 30 to 34 years old;2008;2.053
Males;De Centro América y Caribe;From 35 to 39 years old;2021;1.320
Males;De Centro América y Caribe;From 35 to 39 years old;2020;1.788
Males;De Centro América y Caribe;From 35 to 39 years old;2019;2.844
Males;De Centro América y Caribe;From 35 to 39 years old;2018;1.972
Males;De Centro América y Caribe;From 35 to 39 years old;2017;1.383
Males;De Centro América y Caribe;From 35 to 39 years old;2016;909
Males;De Centro América y Caribe;From 35 to 39 years old;2015;667
Males;De Centro América y Caribe;From 35 to 39 years old;2014;593
Males;De Centro América y Caribe;From 35 to 39 years old;2013;616
Males;De Centro América y Caribe;From 35 to 39 years old;2012;788
Males;De Centro América y Caribe;From 35 to 39 years old;2011;1.053
Males;De Centro América y Caribe;From 35 to 39 years old;2010;779
Males;De Centro América y Caribe;From 35 to 39 years old;2009;844
Males;De Centro América y Caribe;From 35 to 39 years old;2008;1.684
Males;De Centro América y Caribe;From 40 to 44 years  ;2021;868
Males;De Centro América y Caribe;From 40 to 44 years  ;2020;1.039
Males;De Centro América y Caribe;From 40 to 44 years  ;2019;1.763
Males;De Centro América y Caribe;From 40 to 44 years  ;2018;1.300
Males;De Centro América y Caribe;From 40 to 44 years  ;2017;921
Males;De Centro América y Caribe;From 40 to 44 years  ;2016;645
Males;De Centro América y Caribe;From 40 to 44 years  ;2015;528
Males;De Centro América y Caribe;From 40 to 44 years  ;2014;455
Males;De Centro América y Caribe;From 40 to 44 years  ;2013;486
Males;De Centro América y Caribe;From 40 to 44 years  ;2012;668
Males;De Centro América y Caribe;From 40 to 44 years  ;2011;868
Males;De Centro América y Caribe;From 40 to 44 years  ;2010;678
Males;De Centro América y Caribe;From 40 to 44 years  ;2009;648
Males;De Centro América y Caribe;From 40 to 44 years  ;2008;1.254
Males;De Centro América y Caribe;From 45 to 49 years old;2021;639
Males;De Centro América y Caribe;From 45 to 49 years old;2020;696
Males;De Centro América y Caribe;From 45 to 49 years old;2019;1.281
Males;De Centro América y Caribe;From 45 to 49 years old;2018;904
Males;De Centro América y Caribe;From 45 to 49 years old;2017;656
Males;De Centro América y Caribe;From 45 to 49 years old;2016;463
Males;De Centro América y Caribe;From 45 to 49 years old;2015;367
Males;De Centro América y Caribe;From 45 to 49 years old;2014;395
Males;De Centro América y Caribe;From 45 to 49 years old;2013;378
Males;De Centro América y Caribe;From 45 to 49 years old;2012;479
Males;De Centro América y Caribe;From 45 to 49 years old;2011;650
Males;De Centro América y Caribe;From 45 to 49 years old;2010;427
Males;De Centro América y Caribe;From 45 to 49 years old;2009;384
Males;De Centro América y Caribe;From 45 to 49 years old;2008;674
Males;De Centro América y Caribe;From 50 to 54 years old;2021;524
Males;De Centro América y Caribe;From 50 to 54 years old;2020;442
Males;De Centro América y Caribe;From 50 to 54 years old;2019;874
Males;De Centro América y Caribe;From 50 to 54 years old;2018;625
Males;De Centro América y Caribe;From 50 to 54 years old;2017;485
Males;De Centro América y Caribe;From 50 to 54 years old;2016;360
Males;De Centro América y Caribe;From 50 to 54 years old;2015;283
Males;De Centro América y Caribe;From 50 to 54 years old;2014;244
Males;De Centro América y Caribe;From 50 to 54 years old;2013;238
Males;De Centro América y Caribe;From 50 to 54 years old;2012;256
Males;De Centro América y Caribe;From 50 to 54 years old;2011;326
Males;De Centro América y Caribe;From 50 to 54 years old;2010;210
Males;De Centro América y Caribe;From 50 to 54 years old;2009;203
Males;De Centro América y Caribe;From 50 to 54 years old;2008;331
Males;De Centro América y Caribe;From 55 to 59 years old;2021;417
Males;De Centro América y Caribe;From 55 to 59 years old;2020;319
Males;De Centro América y Caribe;From 55 to 59 years old;2019;549
Males;De Centro América y Caribe;From 55 to 59 years old;2018;377
Males;De Centro América y Caribe;From 55 to 59 years old;2017;237
Males;De Centro América y Caribe;From 55 to 59 years old;2016;214
Males;De Centro América y Caribe;From 55 to 59 years old;2015;154
Males;De Centro América y Caribe;From 55 to 59 years old;2014;161
Males;De Centro América y Caribe;From 55 to 59 years old;2013;124
Males;De Centro América y Caribe;From 55 to 59 years old;2012;167
Males;De Centro América y Caribe;From 55 to 59 years old;2011;174
Males;De Centro América y Caribe;From 55 to 59 years old;2010;139
Males;De Centro América y Caribe;From 55 to 59 years old;2009;146
Males;De Centro América y Caribe;From 55 to 59 years old;2008;224
Males;De Centro América y Caribe;From 60 to 64 years old;2021;207
Males;De Centro América y Caribe;From 60 to 64 years old;2020;129
Males;De Centro América y Caribe;From 60 to 64 years old;2019;242
Males;De Centro América y Caribe;From 60 to 64 years old;2018;215
Males;De Centro América y Caribe;From 60 to 64 years old;2017;179
Males;De Centro América y Caribe;From 60 to 64 years old;2016;120
Males;De Centro América y Caribe;From 60 to 64 years old;2015;132
Males;De Centro América y Caribe;From 60 to 64 years old;2014;112
Males;De Centro América y Caribe;From 60 to 64 years old;2013;117
Males;De Centro América y Caribe;From 60 to 64 years old;2012;100
Males;De Centro América y Caribe;From 60 to 64 years old;2011;132
Males;De Centro América y Caribe;From 60 to 64 years old;2010;121
Males;De Centro América y Caribe;From 60 to 64 years old;2009;95
Males;De Centro América y Caribe;From 60 to 64 years old;2008;151
Males;De Centro América y Caribe;From 65 to 69 years old;2021;135
Males;De Centro América y Caribe;From 65 to 69 years old;2020;94
Males;De Centro América y Caribe;From 65 to 69 years old;2019;202
Males;De Centro América y Caribe;From 65 to 69 years old;2018;147
Males;De Centro América y Caribe;From 65 to 69 years old;2017;151
Males;De Centro América y Caribe;From 65 to 69 years old;2016;126
Males;De Centro América y Caribe;From 65 to 69 years old;2015;95
Males;De Centro América y Caribe;From 65 to 69 years old;2014;91
Males;De Centro América y Caribe;From 65 to 69 years old;2013;99
Males;De Centro América y Caribe;From 65 to 69 years old;2012;93
Males;De Centro América y Caribe;From 65 to 69 years old;2011;111
Males;De Centro América y Caribe;From 65 to 69 years old;2010;77
Males;De Centro América y Caribe;From 65 to 69 years old;2009;57
Males;De Centro América y Caribe;From 65 to 69 years old;2008;100
Males;De Centro América y Caribe;From 70 to 74 years  ;2021;122
Males;De Centro América y Caribe;From 70 to 74 years  ;2020;54
Males;De Centro América y Caribe;From 70 to 74 years  ;2019;115
Males;De Centro América y Caribe;From 70 to 74 years  ;2018;100
Males;De Centro América y Caribe;From 70 to 74 years  ;2017;94
Males;De Centro América y Caribe;From 70 to 74 years  ;2016;88
Males;De Centro América y Caribe;From 70 to 74 years  ;2015;70
Males;De Centro América y Caribe;From 70 to 74 years  ;2014;84
Males;De Centro América y Caribe;From 70 to 74 years  ;2013;74
Males;De Centro América y Caribe;From 70 to 74 years  ;2012;53
Males;De Centro América y Caribe;From 70 to 74 years  ;2011;75
Males;De Centro América y Caribe;From 70 to 74 years  ;2010;47
Males;De Centro América y Caribe;From 70 to 74 years  ;2009;43
Males;De Centro América y Caribe;From 70 to 74 years  ;2008;55
Males;De Centro América y Caribe;From 75 to 79 years  ;2021;70
Males;De Centro América y Caribe;From 75 to 79 years  ;2020;35
Males;De Centro América y Caribe;From 75 to 79 years  ;2019;66
Males;De Centro América y Caribe;From 75 to 79 years  ;2018;66
Males;De Centro América y Caribe;From 75 to 79 years  ;2017;61
Males;De Centro América y Caribe;From 75 to 79 years  ;2016;41
Males;De Centro América y Caribe;From 75 to 79 years  ;2015;38
Males;De Centro América y Caribe;From 75 to 79 years  ;2014;26
Males;De Centro América y Caribe;From 75 to 79 years  ;2013;42
Males;De Centro América y Caribe;From 75 to 79 years  ;2012;40
Males;De Centro América y Caribe;From 75 to 79 years  ;2011;43
Males;De Centro América y Caribe;From 75 to 79 years  ;2010;30
Males;De Centro América y Caribe;From 75 to 79 years  ;2009;25
Males;De Centro América y Caribe;From 75 to 79 years  ;2008;21
Males;De Centro América y Caribe;From 80 to 84 years  ;2021;36
Males;De Centro América y Caribe;From 80 to 84 years  ;2020;26
Males;De Centro América y Caribe;From 80 to 84 years  ;2019;38
Males;De Centro América y Caribe;From 80 to 84 years  ;2018;20
Males;De Centro América y Caribe;From 80 to 84 years  ;2017;23
Males;De Centro América y Caribe;From 80 to 84 years  ;2016;27
Males;De Centro América y Caribe;From 80 to 84 years  ;2015;20
Males;De Centro América y Caribe;From 80 to 84 years  ;2014;10
Males;De Centro América y Caribe;From 80 to 84 years  ;2013;20
Males;De Centro América y Caribe;From 80 to 84 years  ;2012;12
Males;De Centro América y Caribe;From 80 to 84 years  ;2011;16
Males;De Centro América y Caribe;From 80 to 84 years  ;2010;10
Males;De Centro América y Caribe;From 80 to 84 years  ;2009;7
Males;De Centro América y Caribe;From 80 to 84 years  ;2008;7
Males;De Centro América y Caribe;From 85 to 89 years  ;2021;11
Males;De Centro América y Caribe;From 85 to 89 years  ;2020;5
Males;De Centro América y Caribe;From 85 to 89 years  ;2019;19
Males;De Centro América y Caribe;From 85 to 89 years  ;2018;11
Males;De Centro América y Caribe;From 85 to 89 years  ;2017;11
Males;De Centro América y Caribe;From 85 to 89 years  ;2016;9
Males;De Centro América y Caribe;From 85 to 89 years  ;2015;3
Males;De Centro América y Caribe;From 85 to 89 years  ;2014;5
Males;De Centro América y Caribe;From 85 to 89 years  ;2013;10
Males;De Centro América y Caribe;From 85 to 89 years  ;2012;1
Males;De Centro América y Caribe;From 85 to 89 years  ;2011;5
Males;De Centro América y Caribe;From 85 to 89 years  ;2010;2
Males;De Centro América y Caribe;From 85 to 89 years  ;2009;4
